sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,thumbnail_image,small_image,additional_images
FS0260,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.649905292479,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0261,en,Default,simple,"Default Category/Produkte/Parts/Schnallen zweiteilig",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.94981615599,,,,,,,,,,,,,,,,,,,,,,,,,,990,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0252,en,Default,simple,"Default Category/Produkte/Parts/Schnallen zweiteilig",base,,,,0.01,1,"Taxable Goods","Katalog, Suche",1.20705292479,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS5000,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.39276880223,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0264,en,Default,simple,"Default Category/Produkte/Parts/Schnallen zweiteilig",base,,,,0.01,1,"Taxable Goods","Katalog, Suche",2.32124791086,,,,,,,,,,,,,,,,,,,,,,,,,,996,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0265,en,Default,simple,"Default Category/Produkte/Parts/Schnallen zweiteilig",base,,,,0.02,1,"Taxable Goods","Katalog, Suche",3.2497270195,,,,,,,,,,,,,,,,,,,,,,,,,,997,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0266,en,Default,simple,"Default Category/Produkte/Parts/Schnallen zweiteilig",base,,,,0.03,1,"Taxable Goods","Katalog, Suche",4.17830640669,,,,,,,,,,,,,,,,,,,,,,,,,,992,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0263,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.67134261838,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0267,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.48562674095,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0268,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.67134261838,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0269,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.928479108635,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0270,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.11419498607,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0271,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.742763231198,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0016,en,Default,simple,"Default Category/Produkte/Parts/Spezialteile",base,,,,0.20,1,"Taxable Goods","Katalog, Suche",26.9266963788,,,,,,,,,,,,,,,,,,,,,,,,,,998,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0272,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.696334261838,,,,,,,,,,,,,,,,,,,,,,,,,,995,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0273,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.742763231198,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0274,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.835621169916,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0275,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.48562674095,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0276,en,Default,simple,"Default Category/Produkte/Parts/Schnallen / Gurtzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.67134261838,,,,,,,,,,,,,,,,,,,,,,,,,,995,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0278,en,Default,simple,"Default Category/Produkte/Parts/Kordel / Kordelzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.928479108635,,,,,,,,,,,,,,,,,,,,,,,,,,989,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0279,en,Default,simple,"Default Category/Produkte/Parts/Kordel / Kordelzubehör",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",2.78553760446,,,,,,,,,,,,,,,,,,,,,,,,,,997,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0280,en,Default,simple,"Default Category/Produkte/Parts/Spezialteile",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",0.928479108635,,,,,,,,,,,,,,,,,,,,,,,,,,997,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0281,en,Default,simple,"Default Category/Produkte/Parts/Spezialteile",base,,,,0.00,1,"Taxable Goods","Katalog, Suche",1.48562674095,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
FS0233,en,Default,simple,"Default Category/Produkte/Parts/Stoffe / Gewebe",base,,,,0.36,1,"Taxable Goods","Katalog, Suche",12.9991086351,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
