sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,thumbnail_image,small_image,additional_images
FS5001,,Default,simple,"Default Category/Produkte/Parts/Austri Alpin,Default Category/Produkte/Parts/Karabiner / Ringe",base,Austri Alpin Rocket Alu Autolock,"<p>Gleitschirmkarabiner, welcher f&uuml;r Leichtgurtzeuge mit d&uuml;nner Aufh&auml;ngung verwendet werden kann. <br />Die maximale Gebrauchsdauer ist nach 1500 Flugstunden oder 5 Jahren erreicht.</p>
<p><strong>Material:</strong> Aluminium</p>
<p><strong>Farbe:</strong> rot/schwarz</p>
<p><strong>Festigkeit:</strong></p>
<ul>
<li>geschlossen: 22 kN</li>
<li>offen: 8kN</li>
</ul>",,0.07,1,Taxable Goods,"Katalog, Suche",27.8551754875,,,,,,,,,,,,,,,,,,,,,,,,,,995,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,"name=Farbe,type=drop_down,required=1,price_type=fixed,sku=,option_title=Rot,price=0|name=Farbe,type=drop_down,required=1,price_type=fixed,sku=,option_title=blau,price=0",,,,,,,austrialpin-rocket.png,austrialpin-rocket.png,austrialpin-rocket.png,austrialpin-rocket-blau.png
FS0360,,Default,simple,Default Category/Produkte/Parts/Schraubglieder / Maillon Rapide,base,Maillon Rapide 6mm Rechteckig,"<p>Werden im Gleitschirmbereich zur Verbindung von Gurtzeug und Notschirm verwendet.</p>
<p>Made in France</p>
<p><strong>Material:</strong></p>
<p>INOX Edelstahl</p>
<p><strong>Gewicht:</strong></p>
<p>44g</p>",,0.05,1,Taxable Goods,"Katalog, Suche",16.7131253482,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,peguet_maillon_rapide-maillon-rapide-carre-photo.jpg,peguet_maillon_rapide-maillon-rapide-carre-photo.jpg,peguet_maillon_rapide-maillon-rapide-carre-photo.jpg,peguet_maillon_rapide-maillon-rapide-carre-tabelle_highres.jpg
FS0360,,Default,simple,Default Category/Produkte/Parts/Schraubglieder / Maillon Rapide,base,Maillon Rapide 6mm Rechteckig Spezial,"<p>Werden im Gleitschirmbereich zur Verbindung von Gurtzeug und Notschirm verwendet.</p>
<p>Made in France</p>
<p><strong>Abmessung in mm:</strong></p>
<p>L.T.&nbsp; &nbsp; L.I.1&nbsp;&nbsp;&nbsp; L.I.2&nbsp;&nbsp;&nbsp; H.T.&nbsp;&nbsp;&nbsp; H.I. &nbsp;&nbsp; O&nbsp; &nbsp;&nbsp; E&nbsp;&nbsp;&nbsp;&nbsp; T&nbsp;&nbsp;&nbsp; WLL(kg)&nbsp; &nbsp; BL(kg)</p>
<p>37&nbsp; &nbsp; &nbsp;&nbsp; 13&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 25&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 55&nbsp;&nbsp;&nbsp;&nbsp; 43&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 7&nbsp;&nbsp;&nbsp; 19&nbsp;&nbsp;&nbsp; 9&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 450&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2250</p>
<p></p>
<p><strong>Material:</strong></p>
<p>INOX Edelstahl</p>
<p><strong>Gewicht:</strong></p>
<p>42g</p>",,0.05,1,Taxable Goods,"Katalog, Suche",14.8560668524,,,,,,,,,,,,,,,,,,,,,,,,,,995,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,peguet_maillon_rapide-maillon-rapide-carre-photo.jpg,peguet_maillon_rapide-maillon-rapide-carre-photo.jpg,peguet_maillon_rapide-maillon-rapide-carre-photo.jpg,peguet_maillon_rapide-maillon-rapide-carre-tabelle_highres.jpg
FS5002,,Default,simple,Default Category/Produkte/Parts/Karabiner / Ringe,base,Flugsau Twist Lock Karabiner,"<p>20 - 40 mm st&uuml;ckgepr&uuml;ft mit 12kN.</p>
<p>Somo Alias Karabiner von Edelrid mit Flugsau Logo. Jeder Karabiner wird einzeln mit 12kN gepr&uuml;ft, um allf&auml;llige Materialsch&auml;den aus der Produktion aus zu schliessen.</p>
<p><strong>Festigkeit:</strong> &lt;&gt; 22 kN</p>
<p><strong>Farbe:</strong> schwarz</p>
<p><strong>Material:</strong> Aluminium</p>",,0.06,1,Taxable Goods,"Katalog, Suche",26.9266963788,,,,flugsau-twist-lock-karabiner-parts,,,,,,,,,,,,,,,,,,,,,,993,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,flugsau-flugsau-twistlock.png,flugsau-flugsau-twistlock.png,flugsau-flugsau-twistlock.png,
FS5003,,Default,simple,Default Category/Produkte/Parts/Schnallen zweiteilig,base,Wing ClipSchnalle 15mm,"<p>Diese Verstellung findet verwendung bei Rucksackbrustgurten, der verschiebbare Teil kann mit einem Silikonkeder eingefasst in Cordura&nbsp; auf dem Tr&auml;gergurt angen&auml;ht werden. Der Brustgurt wird mit einem 15mm Gurtband angen&auml;ht.</p>
<p>den passenden Silikonkeder findest du hier:</p>
<p><a href=""/kederschnur-3mm-p-129.html"">Kederschnur 3mm</a></p>",,0.05,1,Taxable Goods,"Katalog, Suche",1.485626741,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,duraflex-heavy-duty-wing-clip-buckle-s.jpg,duraflex-heavy-duty-wing-clip-buckle-s.jpg,duraflex-heavy-duty-wing-clip-buckle-s.jpg,
FS5004,,Default,simple,Default Category/Produkte/Parts/Austri Alpin,base,Austri Alpin Micro Edelstahl schwarz,"<p class=""p1""><span class=""s1"">micro Darabiner aus Inox als 3-wege-autolock mit KTL-Beschichtung</span></p>
<p class=""p2"">Wer sich beruflich in luftiger H&ouml;he bewegt, ben&ouml;tigt Ausr&uuml;stung, der er zu 100% vertrauen kann &amp; die sich schlafwandlerisch einfach bedienen l&auml;&szlig;t. Unsere Produktpalette umfasst Karabiner aus verzinktem Stahl, rostfreiem Stahl sowie Aluminium, ist CE gepr&uuml;ft und entspricht den PSA-Richtlinien. So k&ouml;nnen wir zuverl&auml;ssigkeit, optimale Funktionalit&auml;t in der Anwendung &amp; hohe Lebensdauer Garantieren. Alle Stahlkarabiner werden galvanisch verzinkt, blau passiviert geliefert, auf Anfrage sind andere Passivierungen m&ouml;glich.</p>
<p class=""p2""><strong>Verschl&uuml;sse</strong></p>
<p class=""p2""><strong><img src=""/picture/austrialpin/micro_schwarz/verschluss.jpg"" width=""100"" height=""67"" /></strong></p>
<p class=""p2""><strong>Masse</strong></p>
<p class=""p2""><strong><img src=""/picture/austrialpin/micro_schwarz/sizes.ashx.jpeg"" width=""86"" height=""84"" /><img src=""/picture/austrialpin/micro_schwarz/weight.ashx.jpeg"" width=""44"" height=""62"" /></strong></p>
<p class=""p2""><strong>Festigkeiten</strong></p>
<p class=""p2""><strong><img src=""/picture/austrialpin/micro_schwarz/forces.ashx.jpeg"" width=""204"" height=""36"" /></strong></p>",,0.2,1,Taxable Goods,"Katalog, Suche",27.3908857939,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,austrialpin-micro_schwarz-austrialpin_micro_schwarz.png,austrialpin-micro_schwarz-austrialpin_micro_schwarz.png,austrialpin-micro_schwarz-austrialpin_micro_schwarz.png,
FM20KFF,,Default,simple,Default Category/Produkte/Parts/Austri Alpin,base,Austri Alpin Cobra® FM fix -20mm,"<p><span id=""plc_lt_zoneContent_pageplaceholder_pageplaceholder_lt_zoneContent_cmsdatalist_lstElem""><span>Designed als super Leichtgewicht ist die neue Cobra FM besonders gut als technisches Stilelement in Taschen und G&uuml;rteln geeignet. Funktionalit&auml;t und Gewicht machen sie aber auch f&uuml;r den sportlichen Einsatz zum perfekten Kandidaten. In allen Farben und Fix/Verstellbar-Variationen verf&uuml;gbar </span></span></p>
<p>**NICHT ALS SICHERHEITSRELEVANTES TRAGENDES ELEMENT VERWENDBAR**</p>
<p><strong>Gewicht:</strong></p>
<p><strong><img src=""/picture/austrialpin/cobra_frame/weight.ashx.jpg"" alt=""Gewicht"" height=""62"" width=""44"" /></strong></p>
<p><strong>Gurtbreite:</strong></p>
<p><strong><img src=""/picture/austrialpin/cobra_frame/beltWidth_20mm.ashx.jpg"" alt=""Gurtbreite"" height=""36"" width=""129"" /></strong></p>
<p><strong>Material:</strong></p>
<p><span id=""plc_lt_zoneContent_pageplaceholder_pageplaceholder_lt_zoneContent_cmsdatalist_lstElem"">aluminium ktl</span></p>",,0.02,1,Taxable Goods,"Katalog, Suche",12.9991086351,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,austrialpin-cobra_frame-FM20KFF.jpg,austrialpin-cobra_frame-FM20KFF.jpg,austrialpin-cobra_frame-FM20KFF.jpg,
FM25KFF,,Default,simple,Default Category/Produkte/Parts/Austri Alpin,base,Austri Alpin Cobra® FM fix -25mm,"<p><span id=""plc_lt_zoneContent_pageplaceholder_pageplaceholder_lt_zoneContent_cmsdatalist_lstElem""><span>Designed als super Leichtgewicht ist die neue Cobra FM besonders gut als technisches Stilelement in Taschen und G&uuml;rteln geeignet. Funktionalit&auml;t und Gewicht machen sie aber auch f&uuml;r den sportlichen Einsatz zum perfekten Kandidaten. In allen Farben und Fix/Verstellbar-Variationen verf&uuml;gbar </span></span></p>
<p>**NICHT ALS SICHERHEITSRELEVANTES TRAGENDES ELEMENT VERWENDBAR**</p>
<p><strong>Gewicht:</strong></p>
<p><strong><img src=""/picture/austrialpin/cobra_frame/weight.ashx.jpg"" alt=""Gewicht"" height=""62"" width=""44"" /></strong></p>
<p><strong>Gurtbreite:</strong></p>
<p><strong><img src=""/picture/austrialpin/cobra_frame/beltWidth_25mm.ashx.jpg"" alt=""Gurtbreite"" height=""36"" width=""129"" /></strong></p>
<p><strong>Material:</strong></p>
<p><span id=""plc_lt_zoneContent_pageplaceholder_pageplaceholder_lt_zoneContent_cmsdatalist_lstElem"">aluminium ktl</span></p>",,0.02,1,Taxable Goods,"Katalog, Suche",12.9991086351,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,austrialpin-cobra_frame-FM25KFF.jpg,austrialpin-cobra_frame-FM25KFF.jpg,austrialpin-cobra_frame-FM25KFF.jpg,
FS5005,,Default,simple,Default Category/Produkte/Parts/Spezialteile,base,Brummelhaken,"<p>Brummelhaken aus Aluminium, z.B. zur Befestigung des Beschleunigers</p>",,0.1,1,Taxable Goods,"Katalog, Suche",2.4141058496,,,,brummelhaken-parts,,,,,,,,,,,,,,,,,,,,,,73,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,sonstiges-brummelhaken.png,sonstiges-brummelhaken.png,sonstiges-brummelhaken.png,
FS5006,,Default,simple,Default Category/Produkte/Parts/Spezialteile,base,Brummelhaken 3 Loch,"<p>3 Loch Brummelhaken aus Aluminium, z.B. zur Befestigung des Beschleunigers</p>",,0.1,1,Taxable Goods,"Katalog, Suche",4.085448468,,,,brummelhaken-3-loch-parts,,,,,,,,,,,,,,,,,,,,,,67,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,sonstiges-brummelhaken-3loch.png,sonstiges-brummelhaken-3loch.png,sonstiges-brummelhaken-3loch.png,
FS5007,,Default,simple,Default Category/Produkte/Parts/Karabiner / Ringe,base,S-Biner,"<p>Der kleine, leichte Sicherungs- und Materialkarabiner mit Doppelverschluss</p>
<p><strong>Bruchlast</strong></p>
<ul>
<li>#0: 15kg</li>
<li>#2: 45kg</li>
<li>#4: 11kg</li>
</ul>",,0.1,1,Taxable Goods,"Katalog, Suche",4.8282116992,,,,s-biner-parts,,,,,,,,,,,,,,,,,,,,,,96,0,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,1,0,0,1,0,1,,,,,"name=Grösse,type=drop_down,required=1,price_type=fixed,sku=,option_title=#4 (1 Stück),price=0|name=Grösse,type=drop_down,required=1,price_type=fixed,sku=,option_title=#2 (1 Stück),price=-0.276|name=Grösse,type=drop_down,required=1,price_type=fixed,sku=,option_title=#0 (2 Stück),price=0",,,,,,,sonstiges-s-biner-web.png,sonstiges-s-biner-web.png,sonstiges-s-biner-web.png,"sonstiges-s-biner-alle-web.png,sonstiges-s-biner-anwendung-web.png"
